Comorbid Condition,Concept ID,Concept Code,Concept Name,Vocabulary
Peptic ulcer disease,23247,80953005,Chronic peptic ulcer with perforation but without obstruction,SNOMED CT
Peptic ulcer disease,4204555,5492000,Chronic peptic ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,24973,12384004,Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,23808,60400003,"Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,4031954,23812009,Duodenal ulcer with hemorrhage AND perforation,SNOMED CT
Peptic ulcer disease,4209746,56776001,Duodenal ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,435305,18169007,Duodenal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,438469,34580000,"Duodenal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,4265600,397825006,Gastric ulcer,SNOMED CT
Peptic ulcer disease,4248429,73481001,Gastric ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,196443,31452001,Gastric ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,195851,59913009,"Gastric ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,4059178,16121001,Gastrojejunal ulcer,SNOMED CT
Peptic ulcer disease,4101104,2783007,Gastrojejunal ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,438188,47152002,Gastrojejunal ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,439858,35517004,"Gastrojejunal ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,4027663,13200003,Peptic ulcer,SNOMED CT
Peptic ulcer disease,4291028,37442009,Peptic ulcer without hemorrhage AND without perforation,SNOMED CT
Peptic ulcer disease,200771,54157007,Peptic ulcer without hemorrhage AND without perforation but with obstruction,SNOMED CT
Peptic ulcer disease,201069,38365000,"Peptic ulcer without hemorrhage, without perforation AND without obstruction",SNOMED CT
Peptic ulcer disease,4198381,51868009,Ulcer of duodenum,SNOMED CT
Rheumatic disease,4344166,239920006,Adult onset Still's disease,SNOMED CT
Rheumatic disease,4005037,1212005,Childhood type dermatomyositis,SNOMED CT
Rheumatic disease,4135937,31848007,CREST syndrome,SNOMED CT
Rheumatic disease,80182,396230008,Dermatomyositis,SNOMED CT
Rheumatic disease,4081250,238935002,Dermatomyositis sine myositis,SNOMED CT
Rheumatic disease,4344161,239901009,Dermatomyositis with malignant disease,SNOMED CT
Rheumatic disease,4063581,201436003,Drug-induced systemic lupus erythematosus,SNOMED CT
Rheumatic disease,46273369,72181000119109,Endocarditis due to systemic lupus erythematosus,SNOMED CT
Rheumatic disease,81097,57160007,Felty's syndrome,SNOMED CT
Rheumatic disease,4343935,239938009,Giant cell arteritis with polymyalgia rheumatica,SNOMED CT
Rheumatic disease,74125,417373000,Inflammatory polyarthropathy,SNOMED CT
Rheumatic disease,37395588,311671000119100,Juvenile dermatomyositis co-occurrent with respiratory involvement,SNOMED CT
Rheumatic disease,4055369,196136009,Lung disease with polymyositis,SNOMED CT
Rheumatic disease,4055640,196138005,Lung disease with systemic lupus erythematosus,SNOMED CT
Rheumatic disease,255304,196133001,Lung disease with systemic sclerosis,SNOMED CT
Rheumatic disease,4107913,193250002,Myopathy due to rheumatoid arthritis,SNOMED CT
Rheumatic disease,4105026,193252005,Myopathy due to systemic sclerosis,SNOMED CT
Rheumatic disease,4079978,276657008,Overlap syndrome,SNOMED CT
Rheumatic disease,255348,65323003,Polymyalgia rheumatica,SNOMED CT
Rheumatic disease,80800,31384009,Polymyositis,SNOMED CT
Rheumatic disease,46270482,322461000119108,Polyneuropathy due to systemic sclerosis,SNOMED CT
Rheumatic disease,4102493,193180002,Polyneuropathy in rheumatoid arthritis,SNOMED CT
Rheumatic disease,40485046,444133002,Progressive systemic sclerosis,SNOMED CT
Rheumatic disease,4145240,307755009,Renal tubulo-interstitial disorder in systemic lupus erythematosus,SNOMED CT
Rheumatic disease,80809,69896004,Rheumatoid arthritis,SNOMED CT
Rheumatic disease,4117687,287008006,Rheumatoid arthritis - ankle and/or foot,SNOMED CT
Rheumatic disease,4115161,287007001,Rheumatoid arthritis - hand joint,SNOMED CT
Rheumatic disease,4116440,201769002,Rheumatoid arthritis of elbow,SNOMED CT
Rheumatic disease,4116150,201775006,Rheumatoid arthritis of hip,SNOMED CT
Rheumatic disease,4116151,201777003,Rheumatoid arthritis of knee,SNOMED CT
Rheumatic disease,42534834,1073711000119100,Rheumatoid arthritis of left hand,SNOMED CT
Rheumatic disease,42534835,1073721000119100,Rheumatoid arthritis of left hip,SNOMED CT
Rheumatic disease,37108590,1073731000119100,Rheumatoid arthritis of left knee,SNOMED CT
Rheumatic disease,35609009,1073741000119100,Rheumatoid arthritis of left shoulder,SNOMED CT
Rheumatic disease,36685020,1073751000119100,Rheumatoid arthritis of left wrist,SNOMED CT
Rheumatic disease,4117686,287006005,Rheumatoid arthritis of multiple joints,SNOMED CT
Rheumatic disease,36685022,1073771000119100,Rheumatoid arthritis of right elbow,SNOMED CT
Rheumatic disease,42534836,1073791000119100,Rheumatoid arthritis of right hand,SNOMED CT
Rheumatic disease,42534837,1073801000119100,Rheumatoid arthritis of right hip,SNOMED CT
Rheumatic disease,37108591,1073811000119100,Rheumatoid arthritis of right knee,SNOMED CT
Rheumatic disease,35609010,1073821000119100,Rheumatoid arthritis of right shoulder,SNOMED CT
Rheumatic disease,36685024,1073831000119100,Rheumatoid arthritis of right wrist,SNOMED CT
Rheumatic disease,4114439,201766009,Rheumatoid arthritis of shoulder,SNOMED CT
Rheumatic disease,4116441,201771002,Rheumatoid arthritis of wrist,SNOMED CT
Rheumatic disease,36684997,459911000124100,Rheumatoid factor positive rheumatoid arthritis,SNOMED CT
Rheumatic disease,256197,398726004,Rheumatoid lung disease,SNOMED CT
Rheumatic disease,37395590,319841000119107,Rheumatoid lung disease with rheumatoid arthritis,SNOMED CT
Rheumatic disease,4162539,398640008,Rheumatoid pneumoconiosis,SNOMED CT
Rheumatic disease,4271003,400054000,Rheumatoid vasculitis,SNOMED CT
Rheumatic disease,4083556,239792003,Seronegative rheumatoid arthritis,SNOMED CT
Rheumatic disease,4035611,239791005,Seropositive rheumatoid arthritis,SNOMED CT
Rheumatic disease,254443,83901003,Sjögren's syndrome,SNOMED CT
Rheumatic disease,4285717,68815009,SLE glomerulonephritis syndrome,SNOMED CT
Rheumatic disease,4142899,33719002,Subcutaneous rheumatoid nodule,SNOMED CT
Rheumatic disease,257628,55464009,Systemic lupus erythematosus,SNOMED CT
Rheumatic disease,4344158,239887007,Systemic lupus erythematosus with organ/system involvement,SNOMED CT
Rheumatic disease,4149913,309762007,Systemic lupus erythematosus with pericarditis,SNOMED CT
Rheumatic disease,134442,89155008,Systemic sclerosis,SNOMED CT
Rheumatic disease,4063582,201443009,Systemic sclerosis induced by drugs and chemicals,SNOMED CT
Rheumatic disease,4290976,400130008,Temporal arteritis,SNOMED CT
Myocardial infarction,45766075,703164000,Acute anterior ST segment elevation myocardial infarction,SNOMED CT
Myocardial infarction,312327,57054005,Acute myocardial infarction,SNOMED CT
Myocardial infarction,434376,54329005,Acute myocardial infarction of anterior wall,SNOMED CT
Myocardial infarction,438438,70211005,Acute myocardial infarction of anterolateral wall,SNOMED CT
Myocardial infarction,438170,73795002,Acute myocardial infarction of inferior wall,SNOMED CT
Myocardial infarction,438447,65547006,Acute myocardial infarction of inferolateral wall,SNOMED CT
Myocardial infarction,441579,76593002,Acute myocardial infarction of inferoposterior wall,SNOMED CT
Myocardial infarction,436706,58612006,Acute myocardial infarction of lateral wall,SNOMED CT
Myocardial infarction,4270024,401314000,Acute non-ST segment elevation myocardial infarction,SNOMED CT
Myocardial infarction,4296653,401303003,Acute ST segment elevation myocardial infarction,SNOMED CT
Myocardial infarction,46270162,15713081000119100,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion,SNOMED CT
Myocardial infarction,46270163,15713121000119100,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion,SNOMED CT
Myocardial infarction,43020460,285981000119103,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery,SNOMED CT
Myocardial infarction,45766116,703213009,Acute ST segment elevation myocardial infarction of inferior wall,SNOMED CT
Myocardial infarction,444406,70422006,Acute subendocardial infarction,SNOMED CT
Myocardial infarction,4329847,22298006,Myocardial infarction,SNOMED CT
Myocardial infarction,37309626,16837681000119100,Myocardial infarction due to demand ischemia,SNOMED CT
Myocardial infarction,314666,1755008,Old myocardial infarction,SNOMED CT
Myocardial infarction,4108217,194856005,Subsequent myocardial infarction,SNOMED CT
Myocardial infarction,4108677,194857001,Subsequent myocardial infarction of anterior wall,SNOMED CT
Myocardial infarction,4108218,194858006,Subsequent myocardial infarction of inferior wall,SNOMED CT
Myocardial infarction,45766241,703360004,Subsequent non-ST segment elevation myocardial infarction,SNOMED CT
Myocardial infarction,45766114,703211006,Subsequent ST segment elevation myocardial infarction,SNOMED CT
Myocardial infarction,439693,194802003,True posterior myocardial infarction,SNOMED CT
Dementia,378419,26929004,Alzheimer's disease,SNOMED CT
Dementia,37111242,725898002,Delirium co-occurrent with dementia,SNOMED CT
Dementia,44782726,141991000119109,Delusions in Alzheimer's disease,SNOMED CT
Dementia,4182210,52448006,Dementia,SNOMED CT
Dementia,4228133,421529006,Dementia associated with AIDS,SNOMED CT
Dementia,374888,191519005,Dementia associated with another disease,SNOMED CT
Dementia,4314734,425390006,Dementia associated with Parkinson's Disease,SNOMED CT
Dementia,4180284,429458009,Dementia due to Creutzfeldt Jakob disease,SNOMED CT
Dementia,40483103,442344002,Dementia due to Huntington chorea,SNOMED CT
Dementia,44782422,101421000119107,Dementia due to Parkinson's disease,SNOMED CT
Dementia,44782710,21921000119103,Dementia due to Pick's disease,SNOMED CT
Dementia,43530666,1591000119103,Dementia with behavioral disturbance,SNOMED CT
Dementia,44782727,142001000119106,Depressed mood in Alzheimer's disease,SNOMED CT
Dementia,37017319,713571008,Disorder of central nervous system co-occurrent with human immunodeficiency virus infection,SNOMED CT
Dementia,36687122,15928141000119100,Human immunodeficiency virus infection with cognitive impairment,SNOMED CT
Dementia,4046090,230287006,Mixed cortical and subcortical vascular dementia,SNOMED CT
Dementia,379778,56267009,Multi-infarct dementia,SNOMED CT
Dementia,444091,10349009,Multi-infarct dementia with delirium,SNOMED CT
Dementia,443790,25772007,Multi-infarct dementia with delusions,SNOMED CT
Dementia,443864,14070001,Multi-infarct dementia with depression,SNOMED CT
Dementia,377254,70936005,"Multi-infarct dementia, uncomplicated",SNOMED CT
Dementia,378125,12348006,Presenile dementia,SNOMED CT
Dementia,381832,191452002,Presenile dementia with delirium,SNOMED CT
Dementia,44782771,31081000119101,Presenile dementia with delusions,SNOMED CT
Dementia,377527,191455000,Presenile dementia with depression,SNOMED CT
Dementia,4218017,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset",SNOMED CT
Dementia,4220313,416975007,"Primary degenerative dementia of the Alzheimer type, senile onset",SNOMED CT
Dementia,4152048,268612007,Senile and presenile organic psychotic conditions,SNOMED CT
Dementia,373179,45864009,Senile degeneration of brain,SNOMED CT
Dementia,4048875,15662003,Senile dementia,SNOMED CT
Dementia,376946,191461002,Senile dementia with delirium,SNOMED CT
Dementia,380986,371024007,Senile dementia with delusion,SNOMED CT
Dementia,379784,191459006,Senile dementia with depression,SNOMED CT
Dementia,4047747,230286002,Subcortical vascular dementia,SNOMED CT
Dementia,376085,191451009,Uncomplicated presenile dementia,SNOMED CT
Dementia,375791,191449005,Uncomplicated senile dementia,SNOMED CT
Dementia,443605,429998004,Vascular dementia,SNOMED CT
Dementia,4046089,230285003,Vascular dementia of acute onset,SNOMED CT
Dementia,37018688,288631000119104,Vascular dementia with behavioral disturbance,SNOMED CT
Dementia,37109056,16276361000119100,Vascular dementia without behavioral disturbance,SNOMED CT
